transcript_id	blastx_id	blastx_full	Higher_expression
TRINITY_DN23902_c0_g1_i2	.	.	
TRINITY_DN23926_c0_g1_i2	RGP2_SOLTU	Probable UDP-arabinopyranose mutase 2 {ECO:0000305}	
TRINITY_DN23926_c0_g2_i1	RGP1_ORYSJ	UDP-arabinopyranose mutase 1 {ECO:0000303|PubMed:17182701}	
TRINITY_DN23895_c0_g2_i1	ATPF2_CHLRE	ATP synthase subunit b', chloroplastic {ECO:0000303|PubMed:8543042}	
TRINITY_DN23883_c0_g1_i2	GCSP_SOLTU	Glycine dehydrogenase (decarboxylating), mitochondrial	
TRINITY_DN23883_c0_g2_i1	GCSP2_ARATH	Glycine dehydrogenase (decarboxylating) 2, mitochondrial	
TRINITY_DN37857_c0_g1_i3	LSU1_ARATH	Protein RESPONSE TO LOW SULFUR 1 {ECO:0000303|PubMed:25628631}	
TRINITY_DN37857_c0_g1_i4	LSU3_ARATH	Protein RESPONSE TO LOW SULFUR 3 {ECO:0000303|PubMed:25628631}	6A
TRINITY_DN37905_c0_g1_i1	AX10A_SOYBN	Auxin-induced protein X10A	
TRINITY_DN37928_c0_g1_i1	.	.	
TRINITY_DN37950_c0_g1_i1	GATLA_ARATH	Probable galacturonosyltransferase-like 10	
TRINITY_DN37863_c0_g1_i1	H3_NARPS	Histone H3 {ECO:0000303|PubMed:29229969}	6W
TRINITY_DN66253_c0_g1_i1	ODPB1_ORYSJ	Pyruvate dehydrogenase E1 component subunit beta-1, mitochondrial	
TRINITY_DN1524_c0_g1_i1	LEUD3_ARATH	3-isopropylmalate dehydratase small subunit 1 {ECO:0000305}	
TRINITY_DN1524_c0_g1_i19	LEUD3_ARATH	3-isopropylmalate dehydratase small subunit 1 {ECO:0000305}	
TRINITY_DN1524_c0_g1_i20	LEUD3_ARATH	3-isopropylmalate dehydratase small subunit 1 {ECO:0000305}	
TRINITY_DN1524_c0_g1_i26	LEUD3_ARATH	3-isopropylmalate dehydratase small subunit 1 {ECO:0000305}	
TRINITY_DN1553_c0_g1_i1	MT2_ACTDE	Metallothionein-like protein type 2	6A
TRINITY_DN1553_c0_g1_i2	MT2_ACTDE	Metallothionein-like protein type 2	6A
TRINITY_DN1553_c0_g2_i1	GASA9_ARATH	Gibberellin-regulated protein 9	
TRINITY_DN1553_c0_g2_i3	GASA9_ARATH	Gibberellin-regulated protein 9	
TRINITY_DN1553_c0_g2_i4	.	.	
TRINITY_DN1553_c0_g4_i1	GASA9_ARATH	Gibberellin-regulated protein 9	
TRINITY_DN1553_c0_g4_i3	GASA9_ARATH	Gibberellin-regulated protein 9	
TRINITY_DN1553_c0_g4_i4	GASA9_ARATH	Gibberellin-regulated protein 9	
TRINITY_DN1553_c0_g4_i5	GASA9_ARATH	Gibberellin-regulated protein 9	
TRINITY_DN1553_c0_g5_i1	.	.	
TRINITY_DN1544_c0_g1_i3	MRS2B_ARATH	Magnesium transporter MRS2-11, chloroplastic	6A
TRINITY_DN1544_c0_g1_i4	MRS2B_ARATH	Magnesium transporter MRS2-11, chloroplastic	
TRINITY_DN1544_c0_g1_i5	MRS2B_ARATH	Magnesium transporter MRS2-11, chloroplastic	
TRINITY_DN1595_c0_g1_i7	CCC1_ARATH	Cation-chloride cotransporter 1	
TRINITY_DN1556_c0_g1_i12	ITPK4_ARATH	Inositol 1,3,4-trisphosphate 5/6-kinase 4	
TRINITY_DN1556_c0_g1_i14	ITPK4_ARATH	Inositol 1,3,4-trisphosphate 5/6-kinase 4	
TRINITY_DN1556_c0_g1_i21	ITPK4_ARATH	Inositol 1,3,4-trisphosphate 5/6-kinase 4	
TRINITY_DN1556_c0_g1_i4	RLF34_ARATH	Protein RALF-like 34	
TRINITY_DN1568_c0_g1_i12	.	.	
TRINITY_DN1568_c0_g1_i3	.	.	
TRINITY_DN1568_c0_g1_i4	.	.	
TRINITY_DN1568_c1_g1_i5	.	.	
TRINITY_DN1542_c1_g1_i10	IMPL1_ARATH	Phosphatase IMPL1, chloroplastic	
TRINITY_DN1542_c1_g1_i6	IMPL1_ARATH	Phosphatase IMPL1, chloroplastic	
TRINITY_DN1538_c0_g1_i10	EXPA1_ARATH	Expansin-A1	
TRINITY_DN1538_c0_g1_i13	EXP10_ARATH	Expansin-A10	
TRINITY_DN1538_c0_g1_i14	EXPA1_ARATH	Expansin-A1	
TRINITY_DN1538_c0_g1_i3	EXPA1_ARATH	Expansin-A1	
TRINITY_DN1538_c0_g1_i5	EXPA8_ARATH	Expansin-A8	
TRINITY_DN1538_c0_g1_i9	EXPA1_ARATH	Expansin-A1	
TRINITY_DN1538_c1_g1_i7	DCYD1_ORYSJ	Putative D-cysteine desulfhydrase 1, mitochondrial	
TRINITY_DN1538_c2_g1_i1	EXPA8_ARATH	Expansin-A8	
TRINITY_DN1538_c3_g1_i3	Y3343_XANAC	Macro domain-containing protein XAC3343	
TRINITY_DN1538_c4_g1_i3	RL321_ARATH	60S ribosomal protein L32-1	
TRINITY_DN1511_c0_g1_i1	RCA_MALDO	Ribulose bisphosphate carboxylase/oxygenase activase, chloroplastic	6A
TRINITY_DN1511_c0_g1_i2	RCA1_LARTR	Ribulose bisphosphate carboxylase/oxygenase activase 1, chloroplastic	6A
TRINITY_DN1511_c0_g1_i3	RCA_MALDO	Ribulose bisphosphate carboxylase/oxygenase activase, chloroplastic	
TRINITY_DN1511_c0_g1_i4	RCA_MALDO	Ribulose bisphosphate carboxylase/oxygenase activase, chloroplastic	6A
TRINITY_DN1511_c0_g1_i5	RCA_MALDO	Ribulose bisphosphate carboxylase/oxygenase activase, chloroplastic	
TRINITY_DN1511_c0_g2_i1	RCA2_LARTR	Ribulose bisphosphate carboxylase/oxygenase activase 2, chloroplastic	
TRINITY_DN1511_c0_g2_i4	RCA2_LARTR	Ribulose bisphosphate carboxylase/oxygenase activase 2, chloroplastic	
TRINITY_DN1511_c0_g2_i5	RCA_MALDO	Ribulose bisphosphate carboxylase/oxygenase activase, chloroplastic	
TRINITY_DN1511_c1_g1_i1	RCA1_LARTR	Ribulose bisphosphate carboxylase/oxygenase activase 1, chloroplastic	
TRINITY_DN1511_c1_g1_i2	RCA1_LARTR	Ribulose bisphosphate carboxylase/oxygenase activase 1, chloroplastic	
TRINITY_DN1511_c1_g2_i1	RCA2_LARTR	Ribulose bisphosphate carboxylase/oxygenase activase 2, chloroplastic	
TRINITY_DN1511_c1_g2_i2	RCA2_LARTR	Ribulose bisphosphate carboxylase/oxygenase activase 2, chloroplastic	
TRINITY_DN1591_c0_g2_i5	NUG2_ARATH	Nuclear/nucleolar GTPase 2 {ECO:0000303|PubMed:21205822}	
TRINITY_DN1590_c0_g1_i17	LIN1_LOTJA	Putative E3 ubiquitin-protein ligase LIN-1 {ECO:0000250|UniProtKB:D1FP53}	
TRINITY_DN1590_c0_g1_i4	LIN1_LOTJA	Putative E3 ubiquitin-protein ligase LIN-1 {ECO:0000250|UniProtKB:D1FP53}	6A
TRINITY_DN1510_c0_g1_i10	.	.	
TRINITY_DN1505_c0_g1_i1	ARR8_ARATH	Two-component response regulator ARR8	6A
TRINITY_DN1505_c0_g1_i22	ARR8_ARATH	Two-component response regulator ARR8	
TRINITY_DN1505_c0_g1_i23	ARR8_ARATH	Two-component response regulator ARR8	
TRINITY_DN1505_c0_g1_i24	ARR8_ARATH	Two-component response regulator ARR8	
TRINITY_DN1505_c0_g1_i27	ARR9_ARATH	Two-component response regulator ARR9	
TRINITY_DN1513_c0_g1_i8	ARP4_ARATH	Actin-related protein 4 {ECO:0000303|PubMed:11891255}	
TRINITY_DN1557_c0_g1_i2	C77A3_SOYBN	Cytochrome P450 77A3	6A
TRINITY_DN1557_c0_g1_i3	C77A3_SOYBN	Cytochrome P450 77A3	6A
TRINITY_DN1565_c0_g1_i24	MO2_ARATH	Monooxygenase 2 {ECO:0000303|PubMed:10216258}	
TRINITY_DN1561_c0_g1_i1	P2C15_ARATH	Probable protein phosphatase 2C 15	6A
TRINITY_DN1561_c0_g1_i2	P2C15_ARATH	Probable protein phosphatase 2C 15	
TRINITY_DN1561_c0_g1_i7	P2C15_ARATH	Probable protein phosphatase 2C 15	
TRINITY_DN1561_c0_g1_i8	P2C15_ARATH	Probable protein phosphatase 2C 15	
TRINITY_DN1504_c0_g1_i15	.	.	
TRINITY_DN1504_c0_g1_i19	MCRS1_MOUSE	Microspherule protein 1	
TRINITY_DN1504_c0_g1_i9	.	.	
TRINITY_DN1509_c0_g1_i5	HERC2_DROME	Probable E3 ubiquitin-protein ligase HERC2	6A
TRINITY_DN1585_c0_g1_i1	B3GT2_ARATH	Probable beta-1,3-galactosyltransferase 2	6A
TRINITY_DN1585_c0_g1_i12	B3GT2_ARATH	Probable beta-1,3-galactosyltransferase 2	
TRINITY_DN1585_c0_g1_i4	B3GT2_ARATH	Probable beta-1,3-galactosyltransferase 2	
TRINITY_DN1589_c0_g1_i8	NPRT2_ARATH	Nicotinate phosphoribosyltransferase 2 {ECO:0000303|PubMed:18978034}	
TRINITY_DN1572_c0_g1_i1	BAD1_ARATH	Ankyrin repeat-containing protein BDA1 {ECO:0000305}	6W
TRINITY_DN1572_c1_g1_i12	DOF18_ARATH	Dof zinc finger protein DOF1.8	
TRINITY_DN1594_c0_g1_i3	PSD7A_ARATH	26S proteasome non-ATPase regulatory subunit 7 homolog A	
TRINITY_DN1547_c0_g1_i1	FAD3C_RICCO	Omega-3 fatty acid desaturase, chloroplastic	6A
TRINITY_DN1547_c0_g1_i15	FAD3C_SESIN	Omega-3 fatty acid desaturase, chloroplastic	
TRINITY_DN1547_c0_g1_i3	FAD3C_SESIN	Omega-3 fatty acid desaturase, chloroplastic	
TRINITY_DN1547_c0_g1_i5	FAD3C_SESIN	Omega-3 fatty acid desaturase, chloroplastic	
TRINITY_DN1547_c0_g1_i6	FAD3C_SESIN	Omega-3 fatty acid desaturase, chloroplastic	
TRINITY_DN1598_c0_g1_i15	SEOB_ARATH	Protein SIEVE ELEMENT OCCLUSION B {ECO:0000303|PubMed:20932300}	
TRINITY_DN1598_c0_g1_i26	SEOB_ARATH	Protein SIEVE ELEMENT OCCLUSION B {ECO:0000303|PubMed:20932300}	
TRINITY_DN1598_c0_g1_i5	SEOB_ARATH	Protein SIEVE ELEMENT OCCLUSION B {ECO:0000303|PubMed:20932300}	
TRINITY_DN1536_c0_g1_i1	LNK2_ARATH	Protein LNK2 {ECO:0000303|PubMed:23818596}	6A
TRINITY_DN1536_c0_g1_i12	LNK2_ARATH	Protein LNK2 {ECO:0000303|PubMed:23818596}	
TRINITY_DN1536_c0_g1_i27	LNK2_ARATH	Protein LNK2 {ECO:0000303|PubMed:23818596}	
TRINITY_DN1536_c0_g1_i28	LNK2_ARATH	Protein LNK2 {ECO:0000303|PubMed:23818596}	
TRINITY_DN1536_c0_g1_i33	.	.	
TRINITY_DN1536_c0_g1_i35	LNK2_ARATH	Protein LNK2 {ECO:0000303|PubMed:23818596}	
TRINITY_DN1507_c0_g1_i3	.	.	
TRINITY_DN1506_c0_g1_i1	.	.	
TRINITY_DN1506_c0_g1_i2	.	.	
TRINITY_DN1552_c0_g1_i1	GT18_ARATH	Xyloglucan galactosyltransferase XLT2 {ECO:0000305}	
TRINITY_DN1552_c0_g1_i15	GT18_ARATH	Xyloglucan galactosyltransferase XLT2 {ECO:0000305}	
TRINITY_DN1552_c0_g1_i7	GT18_ARATH	Xyloglucan galactosyltransferase XLT2 {ECO:0000305}	
TRINITY_DN1573_c0_g1_i1	LE14B_PRUAR	LEC14B homolog	6A
TRINITY_DN1577_c0_g1_i11	HFA2A_ORYSJ	Heat stress transcription factor A-2a	
TRINITY_DN1577_c0_g1_i2	HFA2A_ORYSJ	Heat stress transcription factor A-2a	6A
TRINITY_DN1577_c0_g1_i7	HFA6B_ARATH	Heat stress transcription factor A-6b	
TRINITY_DN1577_c0_g1_i8	HFA2A_ORYSJ	Heat stress transcription factor A-2a	
TRINITY_DN1529_c0_g1_i1	FLA17_ARATH	Fasciclin-like arabinogalactan protein 17	6A
TRINITY_DN1529_c0_g1_i11	FLA17_ARATH	Fasciclin-like arabinogalactan protein 17	
TRINITY_DN1529_c0_g1_i2	FLA17_ARATH	Fasciclin-like arabinogalactan protein 17	6A
TRINITY_DN1529_c0_g1_i3	FLA17_ARATH	Fasciclin-like arabinogalactan protein 17	
TRINITY_DN1529_c0_g1_i7	FLA17_ARATH	Fasciclin-like arabinogalactan protein 17	
TRINITY_DN1578_c0_g1_i16	TLP5_ORYSJ	Tubby-like F-box protein 5	
TRINITY_DN1586_c0_g1_i6	.	.	6A
TRINITY_DN1586_c0_g2_i2	.	.	
TRINITY_DN1586_c2_g1_i1	.	.	
TRINITY_DN1586_c3_g1_i5	.	.	
TRINITY_DN1500_c0_g1_i2	GGPPS_HEVBR	Geranylgeranyl pyrophosphate synthase, chloroplastic	
TRINITY_DN1500_c0_g1_i3	GGPPS_HEVBR	Geranylgeranyl pyrophosphate synthase, chloroplastic	
TRINITY_DN1500_c0_g1_i4	GGPPS_HEVBR	Geranylgeranyl pyrophosphate synthase, chloroplastic	
TRINITY_DN1596_c0_g1_i2	RH8_ARATH	DEAD-box ATP-dependent RNA helicase 8	
TRINITY_DN1596_c0_g1_i3	RH8_ORYSJ	DEAD-box ATP-dependent RNA helicase 8	
TRINITY_DN1549_c0_g1_i10	AGDP1_ARATH	Protein AGENET DOMAIN (AGD)-CONTAINING P1 {ECO:0000303|PubMed:30382101}	
TRINITY_DN1549_c0_g1_i2	AGDP1_ARATH	Protein AGENET DOMAIN (AGD)-CONTAINING P1 {ECO:0000303|PubMed:30382101}	
TRINITY_DN1549_c0_g1_i7	AGDP1_ARATH	Protein AGENET DOMAIN (AGD)-CONTAINING P1 {ECO:0000303|PubMed:30382101}	
TRINITY_DN1526_c0_g1_i6	GLIP1_ARATH	GDSL esterase/lipase 1 {ECO:0000303|PubMed:16126835}	
TRINITY_DN1523_c0_g1_i14	.	.	6A
TRINITY_DN1523_c0_g1_i4	.	.	
TRINITY_DN1523_c1_g1_i2	GLYR1_ARATH	Glyoxylate/succinic semialdehyde reductase 1	
TRINITY_DN1523_c1_g1_i3	GLYR1_ARATH	Glyoxylate/succinic semialdehyde reductase 1	
TRINITY_DN1587_c0_g1_i19	Y5830_ARATH	Probable inactive receptor kinase At5g58300	
TRINITY_DN1587_c0_g1_i20	Y5830_ARATH	Probable inactive receptor kinase At5g58300	
TRINITY_DN1587_c0_g1_i27	Y5830_ARATH	Probable inactive receptor kinase At5g58300	
TRINITY_DN1587_c0_g1_i7	Y5830_ARATH	Probable inactive receptor kinase At5g58300	
TRINITY_DN1570_c0_g1_i10	SK_SOLLC	Shikimate kinase, chloroplastic	
TRINITY_DN1570_c0_g1_i13	SK_SOLLC	Shikimate kinase, chloroplastic	
TRINITY_DN1570_c0_g1_i14	SK_SOLLC	Shikimate kinase, chloroplastic	
TRINITY_DN1570_c0_g1_i8	SK_SOLLC	Shikimate kinase, chloroplastic	
TRINITY_DN1571_c0_g1_i13	HPR1_ARATH	Glycerate dehydrogenase HPR, peroxisomal	
TRINITY_DN1554_c0_g1_i19	.	.	
TRINITY_DN1554_c0_g1_i22	.	.	
TRINITY_DN1554_c0_g1_i30	.	.	
TRINITY_DN1554_c0_g1_i37	.	.	
TRINITY_DN1555_c0_g1_i6	QQT2_ARATH	GPN-loop GTPase QQT2 {ECO:0000305}	
TRINITY_DN1535_c0_g1_i10	HCAR_ARATH	7-hydroxymethyl chlorophyll a reductase, chloroplastic	
TRINITY_DN1527_c0_g3_i1	RAN3_ARATH	GTP-binding nuclear protein Ran-3	
TRINITY_DN1569_c0_g1_i5	HMGB7_ARATH	High mobility group B protein 7	6A
TRINITY_DN1569_c0_g1_i6	HMGB7_ARATH	High mobility group B protein 7	
TRINITY_DN1533_c0_g1_i3	Y2446_ARATH	Uncharacterized protein At2g34460, chloroplastic	
TRINITY_DN1533_c0_g1_i7	UREG_ORYSI	Urease accessory protein G	
TRINITY_DN1533_c0_g1_i9	Y2446_ARATH	Uncharacterized protein At2g34460, chloroplastic	
TRINITY_DN1533_c0_g2_i2	.	.	
TRINITY_DN1533_c1_g1_i2	.	.	
TRINITY_DN1579_c0_g1_i10	Y5780_ARATH	BTB/POZ domain-containing protein At5g47800	
TRINITY_DN1579_c0_g1_i3	Y5780_ARATH	BTB/POZ domain-containing protein At5g47800	
TRINITY_DN1579_c0_g1_i7	Y5780_ARATH	BTB/POZ domain-containing protein At5g47800	
TRINITY_DN1579_c0_g1_i9	Y5780_ARATH	BTB/POZ domain-containing protein At5g47800	
TRINITY_DN1532_c0_g1_i22	Y1684_ARATH	Probable LRR receptor-like serine/threonine-protein kinase At1g06840	
TRINITY_DN1548_c0_g1_i5	SCPDL_ARATH	Probable mitochondrial saccharopine dehydrogenase-like oxidoreductase At5g39410	
TRINITY_DN1501_c0_g1_i4	RL40B_ORYSJ	Ubiquitin-60S ribosomal protein L40-2	
TRINITY_DN1501_c0_g1_i5	RL40B_ORYSJ	Ubiquitin-60S ribosomal protein L40-2	
TRINITY_DN1501_c0_g2_i3	RL40_BRARP	Ubiquitin-60S ribosomal protein L40	
TRINITY_DN1574_c0_g1_i19	OTU4_ARATH	OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 4 {ECO:0000303|PubMed:24659992}	
TRINITY_DN1574_c0_g1_i7	OTU4_ARATH	OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 4 {ECO:0000303|PubMed:24659992}	
TRINITY_DN1575_c0_g1_i12	MTEF5_ARATH	Transcription termination factor MTERF5, chloroplastic {ECO:0000305}	
TRINITY_DN1575_c0_g1_i3	MTEF5_ARATH	Transcription termination factor MTERF5, chloroplastic {ECO:0000305}	6A
TRINITY_DN1512_c0_g1_i2	WAT1_ARATH	Protein WALLS ARE THIN 1	
TRINITY_DN1512_c0_g1_i3	WAT1_ARATH	Protein WALLS ARE THIN 1	
TRINITY_DN1512_c0_g1_i5	WAT1_ARATH	Protein WALLS ARE THIN 1	
TRINITY_DN1519_c0_g1_i11	.	.	
TRINITY_DN43206_c0_g1_i1	FDH_HORVU	Formate dehydrogenase, mitochondrial {ECO:0000255|HAMAP-Rule:MF_03210, ECO:0000303|PubMed:9489019}	
TRINITY_DN43202_c0_g1_i14	AHK1_ARATH	Histidine kinase 1	
TRINITY_DN14231_c0_g1_i1	C94B3_ARATH	Cytochrome P450 94B3 {ECO:0000305}	
TRINITY_DN14245_c0_g1_i2	.	.	6W
TRINITY_DN14245_c0_g1_i8	.	.	
TRINITY_DN14245_c1_g1_i12	.	.	
TRINITY_DN14294_c0_g1_i6	STKLD_ARATH	Probable transcription factor At1g61730 {ECO:0000305}	
TRINITY_DN14256_c0_g1_i1	.	.	
TRINITY_DN14262_c0_g1_i9	ZRAB3_BOVIN	DNA annealing helicase and endonuclease ZRANB3	
TRINITY_DN14265_c0_g1_i1	.	.	6W
TRINITY_DN14286_c0_g1_i4	.	.	
TRINITY_DN14303_c0_g1_i24	ARP8_ARATH	Actin-related protein 8	
TRINITY_DN14303_c0_g1_i5	ARP8_ARATH	Actin-related protein 8	
TRINITY_DN14275_c0_g1_i1	TET19_ARATH	Tetraspanin-19	
TRINITY_DN14301_c0_g2_i1	TIM_RAT	Protein timeless homolog	
TRINITY_DN14217_c0_g1_i1	RMLCD_ARATH	Bifunctional dTDP-4-dehydrorhamnose 3,5-epimerase/dTDP-4-dehydrorhamnose reductase {ECO:0000305}	
TRINITY_DN14217_c0_g1_i2	RHM1_ARATH	Trifunctional UDP-glucose 4,6-dehydratase/UDP-4-keto-6-deoxy-D-glucose 3,5-epimerase/UDP-4-keto-L-rhamnose-reductase RHM1 {ECO:0000305|PubMed:17190829}	
TRINITY_DN14217_c0_g1_i3	RHM1_ARATH	Trifunctional UDP-glucose 4,6-dehydratase/UDP-4-keto-6-deoxy-D-glucose 3,5-epimerase/UDP-4-keto-L-rhamnose-reductase RHM1 {ECO:0000305|PubMed:17190829}	
TRINITY_DN14299_c0_g1_i7	TI222_ARATH	Chloroplastic import inner membrane translocase subunit TIM22-2	
TRINITY_DN14305_c0_g1_i4	FBL77_ARATH	F-box/LRR-repeat protein At4g29420	
TRINITY_DN14305_c1_g1_i6	.	.	
TRINITY_DN14280_c0_g1_i3	.	.	
TRINITY_DN14280_c0_g2_i1	.	.	
TRINITY_DN14295_c0_g1_i3	EPF1_ARATH	Protein EPIDERMAL PATTERNING FACTOR 1 {ECO:0000303|PubMed:17639078}	
TRINITY_DN14243_c0_g1_i1	FB248_ARATH	F-box protein At4g35930	
TRINITY_DN14230_c0_g1_i1	.	.	
TRINITY_DN14230_c0_g2_i1	.	.	
TRINITY_DN14230_c1_g1_i1	.	.	
TRINITY_DN14252_c0_g1_i2	.	.	
TRINITY_DN14252_c0_g1_i4	.	.	
TRINITY_DN14252_c0_g1_i7	.	.	
TRINITY_DN14252_c0_g2_i1	.	.	
TRINITY_DN14267_c2_g1_i1	NCBP1_ORYSJ	Nuclear cap-binding protein subunit 1	
TRINITY_DN14277_c0_g1_i5	MAP1D_ARATH	Methionine aminopeptidase 1D, chloroplastic/mitochondrial {ECO:0000255|HAMAP-Rule:MF_03174}	
TRINITY_DN14254_c0_g1_i1	PHSB_ARATH	Probable polyamine transporter At1g31830	6A
TRINITY_DN14264_c0_g1_i2	TBL13_ARATH	Protein trichome birefringence-like 13	
TRINITY_DN14228_c0_g1_i1	CAO_ARATH	Chlorophyllide a oxygenase, chloroplastic	
TRINITY_DN14296_c0_g1_i1	.	.	
TRINITY_DN14298_c0_g1_i4	.	.	
TRINITY_DN14314_c0_g1_i2	POLR1_ARATH	Retrovirus-related Pol polyprotein from transposon RE1	
TRINITY_DN14314_c1_g1_i2	DRL42_ARATH	Probable disease resistance protein At5g66900	6W
TRINITY_DN14289_c0_g1_i1	RNHX1_ARATH	Putative ribonuclease H protein At1g65750	6A
TRINITY_DN14306_c0_g1_i2	HBL1_GOSHI	Non-symbiotic hemoglobin 1	
TRINITY_DN14297_c0_g1_i2	P2C08_ARATH	Probable protein phosphatase 2C 8	
TRINITY_DN14310_c0_g1_i2	DTX46_ARATH	Protein DETOXIFICATION 46, chloroplastic {ECO:0000303|PubMed:11739388}	
TRINITY_DN14272_c0_g1_i2	ENPL_HORVU	Endoplasmin homolog	
TRINITY_DN22058_c0_g1_i1	.	.	6W
TRINITY_DN21980_c0_g1_i1	TMN9_ARATH	Transmembrane 9 superfamily member 9 {ECO:0000305}	
TRINITY_DN21985_c0_g1_i2	PSB1_ARATH	Proteasome subunit beta type-1	
TRINITY_DN21985_c0_g1_i3	PSB1_ARATH	Proteasome subunit beta type-1	
TRINITY_DN21975_c0_g1_i7	PTI13_ARATH	PTI1-like tyrosine-protein kinase 3	
TRINITY_DN22027_c0_g1_i1	.	.	
TRINITY_DN21984_c0_g1_i1	.	.	
TRINITY_DN21984_c0_g1_i2	.	.	
TRINITY_DN21974_c0_g1_i58	SCP18_ARATH	Serine carboxypeptidase-like 18	
TRINITY_DN21974_c0_g1_i63	SCP18_ARATH	Serine carboxypeptidase-like 18	
TRINITY_DN21974_c0_g1_i68	SCP18_ARATH	Serine carboxypeptidase-like 18	
TRINITY_DN21974_c1_g1_i1	SCP9_ARATH	Serine carboxypeptidase-like 9	
TRINITY_DN28733_c0_g1_i10	.	.	
TRINITY_DN28769_c0_g1_i1	.	.	6W
TRINITY_DN28748_c0_g1_i2	.	.	
TRINITY_DN28763_c0_g1_i1	.	.	
TRINITY_DN28712_c0_g1_i3	.	.	
TRINITY_DN28788_c0_g1_i2	OCLOT_ORYSJ	Thioredoxin-like protein Clot	
TRINITY_DN28793_c0_g2_i1	GDI1_ARATH	Guanosine nucleotide diphosphate dissociation inhibitor 1	
TRINITY_DN28716_c0_g1_i2	DCE3_ARATH	Glutamate decarboxylase 3	
TRINITY_DN28700_c0_g1_i1	.	.	
TRINITY_DN28722_c0_g1_i2	ILV5_ORYSJ	Ketol-acid reductoisomerase, chloroplastic	
TRINITY_DN28794_c0_g1_i3	TRXX_ORYSJ	Thioredoxin X, chloroplastic	
TRINITY_DN28749_c0_g1_i8	HPCA1_ARATH	Leucine-rich repeat receptor protein kinase HPCA1 {ECO:0000305}	
TRINITY_DN28777_c0_g1_i3	.	.	
TRINITY_DN28773_c0_g1_i2	LACS5_ARATH	Long chain acyl-CoA synthetase 5	
TRINITY_DN28743_c0_g1_i2	.	.	6W
TRINITY_DN28744_c0_g1_i1	IPYR1_CHLRE	Soluble inorganic pyrophosphatase 1, chloroplastic	
TRINITY_DN27285_c0_g1_i4	P2C14_ARATH	Probable protein phosphatase 2C 14	
TRINITY_DN27243_c0_g1_i2	HS701_ARATH	Heat shock 70 kDa protein 1 {ECO:0000303|PubMed:11599561}	
TRINITY_DN27243_c0_g2_i1	HSP7N_ARATH	Heat shock 70 kDa protein 18	
TRINITY_DN27243_c0_g3_i1	HSP72_SOLLC	Heat shock cognate 70 kDa protein 2	
TRINITY_DN27284_c0_g1_i1	LOGLA_ORYSJ	Probable cytokinin riboside 5'-monophosphate phosphoribohydrolase LOGL10	
TRINITY_DN27284_c0_g1_i7	LOGL6_ORYSJ	Probable cytokinin riboside 5'-monophosphate phosphoribohydrolase LOGL6	
TRINITY_DN27251_c0_g1_i4	.	.	
TRINITY_DN27208_c2_g1_i2	.	.	
TRINITY_DN27233_c0_g1_i4	.	.	
TRINITY_DN27252_c0_g1_i1	BAME1_ARATH	Leucine-rich repeat receptor-like serine/threonine-protein kinase BAM1	6W
TRINITY_DN27231_c0_g1_i2	TPPA_ARATH	Trehalose-phosphate phosphatase A	
TRINITY_DN27212_c0_g1_i1	MRF2_ARATH	MA3 DOMAIN-CONTAINING TRANSLATION REGULATORY FACTOR 2 {ECO:0000303|PubMed:29084871}	6W
TRINITY_DN27266_c0_g2_i2	RS31_ARATH	40S ribosomal protein S3-1	
TRINITY_DN27266_c0_g3_i2	RS32_ARATH	40S ribosomal protein S3-2	
TRINITY_DN27266_c0_g4_i1	RS33_ARATH	40S ribosomal protein S3-3	
TRINITY_DN27277_c0_g1_i13	ATL22_ARATH	RING-H2 finger protein ATL22	
TRINITY_DN27283_c0_g1_i1	ASPG1_ARATH	Protein ASPARTIC PROTEASE IN GUARD CELL 1	
TRINITY_DN27289_c0_g1_i1	CB2_DUNSA	Chlorophyll a-b binding protein of LHCII type I, chloroplastic	
TRINITY_DN27289_c0_g1_i3	CB2_DUNSA	Chlorophyll a-b binding protein of LHCII type I, chloroplastic	
TRINITY_DN27289_c0_g1_i6	CB2_CHLMO	Chlorophyll a-b binding protein of LHCII type I, chloroplastic	
TRINITY_DN27289_c0_g2_i1	CB2_CHLRE	Chlorophyll a-b binding protein of LHCII type I, chloroplastic	
TRINITY_DN27292_c0_g1_i2	.	.	
TRINITY_DN22328_c0_g1_i2	TET11_ARATH	Tetraspanin-11	
TRINITY_DN22304_c0_g1_i1	.	.	6W
TRINITY_DN22358_c0_g1_i1	.	.	
TRINITY_DN22289_c0_g1_i1	STR11_ARATH	Rhodanese-like domain-containing protein 11, chloroplastic	
TRINITY_DN22330_c0_g1_i2	IAA21_ORYSJ	Auxin-responsive protein IAA21	
TRINITY_DN22325_c0_g1_i10	.	.	
TRINITY_DN22325_c0_g1_i2	AOP1L_ARATH	Probable 2-oxoglutarate-dependent dioxygenase AOP1.2	
TRINITY_DN22325_c0_g1_i3	AOP1L_ARATH	Probable 2-oxoglutarate-dependent dioxygenase AOP1.2	6W
TRINITY_DN22325_c0_g1_i7	.	.	
TRINITY_DN22325_c0_g1_i8	AOP1L_ARATH	Probable 2-oxoglutarate-dependent dioxygenase AOP1.2	6W
TRINITY_DN22325_c0_g1_i9	AOP1L_ARATH	Probable 2-oxoglutarate-dependent dioxygenase AOP1.2	
